transaction_id,transaction_amount,transaction_hour,distance_from_home_km,failed_auth_count_24h,is_fraud
6704,22.06,19,3.05,0,0
6705,21.89,14,583.97,0,0
6706,20.86,13,8.21,1,0
6707,14.97,4,16.37,0,0
6708,54.59,18,879.59,0,0
6709,32.6,10,27.63,0,0
6710,37.99,21,2507.09,0,0
6711,106.9,17,16.73,0,0
6712,41.74,18,10.19,0,0
6713,157.3,15,33.09,0,0
6714,76.25,16,16.59,0,0
6715,15.95,10,24.36,0,0
6716,19.07,5,24.47,0,0
6717,11.78,16,3.01,5,1
6718,4.12,13,25.18,0,0
6719,31.24,11,15.04,0,0
6720,149.93,13,17.73,0,0
6721,40.98,14,10.1,0,0
6722,15.6,10,3.93,0,0
6723,25.03,20,6.39,0,0
6724,20.5,11,27.08,0,0
6725,7.59,16,8.63,0,0
6726,29.0,23,6.98,0,0
6727,19.12,9,22.54,0,0
6728,110.21,3,1635.52,0,1
6729,17.42,16,9.63,0,0
6730,37.22,8,44.48,0,0
6731,34.43,13,9.9,0,0
6732,32.1,11,26.72,0,0
6733,31.44,11,12.32,0,0
6734,30.25,12,3.01,0,0
6735,27.8,13,344.16,0,0
6736,111.9,20,3.51,0,0
6737,13.91,2,14.04,0,0
6738,52.79,14,5.56,0,0
6739,12.4,15,26.19,0,0
6740,42.4,5,12.97,0,0
6741,105.27,11,28.01,0,0
6742,123.36,16,9.13,0,0
6743,23.65,12,1.14,0,0
6744,43.83,8,21.23,1,0
6745,19.48,22,12.48,0,0
6746,45.82,16,13.74,0,0
6747,62.44,16,11.17,0,0
6748,24.64,14,3.44,0,0
6749,19.65,8,475.04,0,0
6750,106.02,12,9.65,0,0
6751,36.02,12,17.15,0,0
6752,28.14,14,12.62,0,0
6753,28.69,21,23.21,1,0
6754,62.49,15,28.7,1,0
6755,32.66,9,27.56,0,0
6756,69.42,16,10.15,0,0
6757,58.58,16,20.22,0,0
6758,37.13,4,14.48,1,0
6759,11.11,6,39.15,0,0
6760,25.43,16,30.87,1,0
6761,12.64,6,9.15,0,0
6762,39.53,6,7.86,0,0
6763,43.49,10,3.03,0,0
6764,65.53,22,3.58,0,0
6765,16.52,7,7.79,0,0
6766,65.86,16,6.55,0,0
6767,63.69,7,15.01,0,0
6768,13.4,10,1949.11,0,0
6769,33.54,11,8.09,0,0
6770,47.15,15,1.4,0,0
6771,12.47,15,6.88,0,0
6772,47.54,20,16.23,0,0
6773,23.03,10,1160.15,0,0
6774,227.96,6,12.27,0,0
6775,16.67,22,11.46,0,0
6776,7.47,18,12.26,0,0
6777,53.59,16,5.41,0,0
6778,49.28,16,6.1,0,0
6779,36.13,15,551.51,0,0
6780,13.08,7,11.57,0,0
6781,21.78,18,1384.64,0,0
6782,13.78,8,13.28,0,0
6783,56.05,13,7.17,0,0
6784,38.39,10,18.38,0,0
6785,25.57,19,34.73,0,0
6786,9.76,19,1212.31,0,0
6787,20.19,8,4.25,0,0
6788,15.72,11,1.88,0,0
6789,18.48,2,6.62,0,0
6790,19.33,8,4.84,0,0
6791,21.64,16,1.29,0,0
6792,21.57,18,19.43,0,0
6793,116.06,18,12.17,0,0
6794,62.67,12,4.35,0,0
6795,17.48,20,5.6,0,0
6796,51.72,19,15.57,0,0
6797,10.5,13,223.57,0,0
6798,15.07,15,807.9,0,0
6799,23.6,11,14.36,0,0
6800,18.78,16,54.97,0,0
6801,53.46,13,13.53,0,0
6802,16.82,15,6.4,0,0
6803,37.85,11,30.83,0,0
6804,11.66,18,3.25,0,0
6805,65.85,19,1.22,0,0
6806,21.34,10,5.14,0,0
6807,33.15,3,17.58,1,0
6808,21.92,15,1354.91,0,0
6809,101.8,10,48.25,0,0
6810,103.4,11,17.18,0,0
6811,44.87,17,3.72,0,0
6812,20.67,14,24.95,0,0
6813,32.19,8,6.6,0,0
6814,25.16,18,10.51,0,0
6815,11.03,22,25.61,0,0
6816,45.47,9,9.6,0,0
6817,59.9,7,26.58,0,0
6818,257.37,6,16.68,0,0
6819,36.59,9,19.38,0,0
6820,83.46,3,25.35,0,0
6821,45.81,12,26.17,0,0
6822,39.07,5,22.38,0,0
6823,23.46,12,5.6,0,0
6824,6.53,18,13.12,0,0
6825,12.85,14,16.52,0,0
6826,38.72,20,15.1,0,0
6827,21.29,8,12.5,0,0
6828,33.15,8,20.9,0,0
6829,33.56,15,4.91,0,0
6830,22.87,13,15.93,0,0
6831,22.75,22,3.76,0,0
6832,14.15,17,6.39,0,0
6833,25.96,21,10.22,1,0
6834,6.41,10,39.05,0,0
6835,83.73,4,6.71,0,0
6836,24.51,5,2.67,0,0
6837,37.43,11,15.23,0,0
6838,13.1,14,11.46,0,0
6839,45.34,13,6.12,0,0
6840,21.07,23,290.01,1,0
6841,11.93,5,26.2,1,0
6842,27.49,9,7.59,1,0
6843,31.88,9,21.48,0,0
6844,16.04,15,369.25,0,0
6845,31.12,14,27.04,0,0
6846,25.95,11,5.29,0,0
6847,119.86,14,11.69,0,0
6848,24.4,15,21.37,0,0
6849,11.42,11,36.27,0,0
6850,18.14,13,12.46,0,0
6851,48.14,10,17.58,1,0
6852,22.47,12,12.55,0,0
6853,22.6,18,4.8,0,0
6854,12.91,15,4.86,0,0
6855,15.92,23,15.02,0,0
6856,27.05,16,26.25,0,0
6857,40.86,10,11.43,0,0
6858,35.45,22,20.3,0,0
6859,13.72,14,12.13,0,0
6860,68.57,14,10.55,0,0
6861,15.77,15,10.41,0,0
6862,52.39,23,14.93,0,0
6863,20.25,23,17.35,0,0
6864,142.78,11,26.95,0,0
6865,39.21,18,2.93,0,0
6866,11.78,17,21.57,0,0
6867,81.96,18,731.48,0,0
6868,93.09,11,3.47,0,0
6869,11.07,11,23.58,0,0
6870,23.0,5,4.21,0,0
6871,110.47,17,9.35,0,0
6872,41.04,23,8.77,0,0
6873,9.58,21,17.37,0,0
6874,34.31,16,10.2,0,0
6875,21.61,10,10.66,0,0
6876,34.82,17,13.31,0,0
6877,35.99,5,28.81,0,0
6878,48.17,16,575.85,0,0
6879,38.99,16,688.12,1,0
6880,44.42,11,19.1,0,0
6881,17.06,8,452.44,0,0
6882,37.92,17,31.3,0,0
6883,27.58,13,22.37,0,0
6884,23.58,19,11.19,0,0
6885,7.29,9,8.67,0,0
6886,26.61,16,6.24,0,0
6887,34.0,11,27.51,0,0
6888,52.67,13,16.71,0,0
6889,22.83,18,7.35,0,0
6890,27.37,12,7.49,0,0
6891,20.41,14,3.37,0,0
6892,9.39,19,41.12,0,0
6893,44.39,16,26.12,0,0
6894,88.39,15,14.56,0,0
6895,32.03,18,9.02,0,0
6896,108.31,21,19.02,1,0
6897,19.98,21,6.41,0,0
6898,69.67,23,362.8,0,0
6899,105.31,5,17.13,0,0
6900,46.17,16,7.11,0,0
6901,26.83,18,31.97,0,0
6902,38.56,23,1.27,0,0
6903,23.66,18,15.19,0,0
6904,121.97,11,7.39,0,0
6905,35.79,12,7.57,0,0
6906,29.85,13,18.69,1,0
6907,13.79,14,26.8,0,0
6908,39.86,21,10.43,0,0
6909,26.8,7,12.33,0,0
6910,21.78,12,5.01,0,0
6911,37.46,5,21.69,1,0
6912,56.52,11,624.74,1,0
6913,36.57,9,19.79,0,0
6914,356.42,1,2637.21,0,1
6915,107.86,23,7.27,0,0
6916,29.97,23,2.66,0,0
6917,59.33,4,6.41,0,0
6918,34.01,14,11.56,0,0
6919,36.14,12,2.11,0,0
6920,34.7,5,1.26,0,0
6921,40.71,13,18.81,0,0
6922,22.88,5,35.21,0,0
6923,55.37,10,11.9,0,0
6924,205.63,13,14.91,0,0
6925,59.62,12,3.49,0,0
6926,60.94,23,274.98,0,0
6927,105.76,20,7.83,0,0
6928,19.71,8,14.63,0,0
6929,33.23,11,17.8,0,0
6930,21.69,9,237.88,0,0
6931,56.91,7,4.32,0,0
6932,66.74,9,941.81,0,0
6933,25.36,18,7.66,0,0
6934,107.94,23,30.98,0,0
6935,8.73,18,807.9,0,0
6936,74.66,13,14.75,0,0
6937,9.75,19,8.81,0,0
6938,55.21,18,952.66,0,0
6939,82.01,16,19.26,0,0
6940,60.52,15,29.78,0,0
6941,121.59,21,1.52,0,0
6942,45.25,14,24.06,1,0
6943,61.53,11,5.64,0,0
6944,61.38,13,890.76,0,0
6945,85.59,19,2.46,0,0
6946,23.22,9,28.47,0,0
6947,57.08,20,13.77,0,0
6948,29.82,18,27.61,0,0
6949,74.83,7,2.84,0,0
6950,56.44,21,3.83,0,0
6951,42.1,13,30.3,0,0
6952,32.93,15,8.71,0,0
6953,29.58,21,8.25,0,0
6954,15.23,20,19.09,0,0
6955,87.09,14,219.33,0,0
6956,81.03,23,7.83,0,0
6957,30.29,11,5.41,0,0
6958,158.67,17,15.9,0,0
6959,56.33,19,1013.29,0,0
6960,31.5,23,6.1,0,0
6961,28.3,12,5.25,0,0
6962,13.87,8,24.25,0,0
6963,71.92,13,13.98,0,0
6964,39.61,14,34.41,1,0
6965,25.97,7,902.58,0,0
6966,20.3,18,12.41,0,0
6967,98.72,23,24.06,0,0
6968,27.76,20,11.2,0,0
6969,16.21,22,34.63,0,0
6970,27.27,23,17.43,0,0
6971,13.87,13,17.81,0,0
6972,8.27,16,10.26,0,0
6973,57.18,16,29.32,0,0
6974,18.0,10,19.98,0,0
6975,40.0,4,7.78,1,0
6976,42.92,10,11.21,0,0
6977,75.14,17,9.48,0,0
6978,16.13,18,14.67,0,0
6979,31.24,6,29.36,0,0
6980,10.7,11,6.5,0,0
6981,22.85,21,7.85,0,0
6982,49.72,21,17.04,0,0
6983,35.21,16,20.88,0,0
6984,53.36,13,20.09,0,0
6985,13.46,18,4.21,0,0
6986,61.25,14,43.82,0,0
6987,20.81,18,13.6,0,0
6988,200.22,20,13.16,0,0
6989,14.13,17,29.11,0,0
6990,41.11,7,6.55,0,0
6991,38.89,15,2.56,0,0
6992,8.34,8,20.88,0,0
6993,14.12,11,10.86,0,0
6994,27.04,14,8.22,0,0
6995,19.29,18,17.31,0,0
6996,40.34,12,12.84,0,0
6997,12.44,17,4.74,0,0
6998,28.04,7,30.34,0,0
6999,10.97,21,8.73,0,0
7000,15.04,7,64.34,0,0
7001,22.38,19,16.16,0,0
7002,40.15,17,12.71,0,0
7003,8.43,11,513.25,0,0
7004,41.75,5,12.94,0,0
7005,70.13,21,8.82,0,0
7006,27.54,10,8.03,0,0
7007,51.11,17,23.79,0,0
7008,15.74,10,2.19,0,0
7009,25.05,18,8.18,0,0
7010,19.45,9,293.26,0,0
7011,36.09,18,32.8,0,0
7012,40.06,8,38.54,0,0
7013,28.31,6,622.63,0,0
7014,83.35,10,18.78,0,0
7015,19.89,11,1.91,1,0
7016,43.3,12,9.97,0,0
7017,29.87,7,10.0,0,0
7018,30.27,5,13.66,0,0
7019,27.29,11,4.8,0,0
7020,14.75,15,8.21,0,0
7021,12.04,15,20.2,0,0
7022,13.99,6,49.12,0,0
7023,51.27,21,7.11,0,0
7024,9.94,21,10.21,0,0
7025,12.26,22,23.07,0,0
7026,31.87,18,19.32,0,0
7027,30.25,6,22.45,0,0
7028,11.09,12,11.67,0,0
7029,32.4,19,5.45,1,0
7030,15.51,16,26.78,0,0
7031,22.72,15,8.86,0,0
7032,42.6,8,6.33,0,0
7033,22.42,20,31.08,0,0
7034,7.0,12,15.25,0,0
7035,182.59,17,7.75,1,0
7036,19.78,10,2.58,0,0
7037,9.83,20,18.38,0,0
7038,37.07,9,24.83,0,0
7039,85.17,8,23.71,0,0
7040,41.97,6,932.94,0,0
7041,88.13,15,9.19,0,0
7042,11.4,19,11.9,1,0
7043,70.57,17,20.98,0,0
7044,133.55,12,387.33,1,0
7045,15.33,6,4.61,0,0
7046,10.53,20,5.78,1,0
7047,41.11,12,9.36,0,0
7048,65.36,16,9.29,0,0
7049,38.48,15,4.86,0,0
7050,13.53,13,19.14,0,0
7051,30.82,15,12.26,0,0
7052,25.31,13,20.63,0,0
7053,60.41,18,2.78,0,0
7054,11.28,20,32.78,0,0
7055,52.22,18,23.51,0,0
7056,25.74,16,15.64,0,0
7057,37.61,18,23.8,0,0
7058,18.67,23,10.64,0,0
7059,56.66,21,27.44,0,0
7060,84.23,17,8.47,0,0
7061,28.45,5,3.26,0,0
7062,108.42,11,2.07,1,0
7063,44.54,15,59.05,0,0
7064,54.08,19,4.0,0,0
7065,42.33,23,25.78,0,0
7066,14.1,9,53.02,0,0
7067,25.15,9,1043.3,0,0
7068,57.25,21,12.63,0,0
7069,37.61,13,37.37,0,0
7070,60.81,5,23.98,0,0
7071,32.07,22,18.98,0,0
7072,52.01,18,3.13,0,0
7073,116.21,5,5.97,0,0
7074,36.84,16,19.35,0,0
7075,70.72,18,13.55,1,0
7076,13.05,14,1774.17,0,0
7077,52.38,20,2.1,0,0
7078,34.1,15,4.2,0,0
7079,23.91,22,23.9,0,0
7080,28.99,14,46.4,0,0
7081,86.91,11,11.48,0,0
7082,30.33,21,28.39,0,0
7083,18.95,14,6.81,0,0
7084,22.91,12,4.77,0,0
7085,61.3,9,14.89,0,0
7086,23.67,11,7.02,0,0
7087,15.08,11,27.36,0,0
7088,72.41,8,11.54,0,0
7089,78.47,16,9.18,0,0
7090,6.63,15,4.5,0,0
7091,32.21,23,8.49,0,0
7092,30.79,5,10.12,0,0
7093,23.42,7,11.97,0,0
7094,10.39,17,9.05,0,0
7095,45.76,22,587.53,0,0
7096,28.78,22,7.71,0,0
7097,19.17,15,7.5,0,0
7098,25.28,20,21.01,0,0
7099,4.75,20,2.52,0,0
7100,23.83,9,7.04,0,0
7101,18.31,16,19.24,0,0
7102,29.88,2,6.56,0,0
7103,14.75,14,18.38,0,0
7104,99.58,10,5.98,0,0
7105,18.89,18,640.18,0,0
7106,54.3,17,5.21,0,0
7107,21.7,16,10.97,0,0
7108,13.17,15,21.48,0,0
7109,39.27,17,5.27,0,0
7110,35.7,11,39.43,1,0
7111,13.77,22,6.13,0,0
7112,37.11,14,8.37,0,0
7113,14.04,13,37.04,1,0
7114,27.88,11,13.57,0,0
7115,24.08,10,627.58,0,0
7116,110.48,4,42.76,0,0
7117,40.61,18,52.8,0,0
7118,23.83,6,20.95,1,0
7119,22.53,18,19.09,0,0
7120,12.93,10,8.25,0,0
7121,26.19,13,11.74,0,0
7122,56.6,9,262.74,0,0
7123,14.57,8,18.27,0,0
7124,70.09,11,8.39,0,0
7125,81.36,13,8.62,0,0
7126,84.16,8,13.83,0,0
7127,33.47,8,13.91,0,0
7128,39.45,11,8.75,1,0
7129,73.6,8,12.86,0,0
7130,179.27,20,3.95,0,0
7131,36.18,18,21.08,0,0
7132,75.07,20,27.12,0,0
7133,37.09,14,22.09,0,0
7134,29.94,23,8.4,0,0
7135,16.07,17,20.14,0,0
7136,30.63,15,38.79,0,0
7137,39.79,14,3.39,0,0
7138,7.27,21,28.67,0,0
7139,36.66,16,13.51,1,0
7140,27.25,11,25.94,0,0
7141,117.99,21,7.88,1,0
7142,23.57,23,8.61,0,0
7143,106.78,19,13.19,0,0
7144,60.71,7,10.9,0,0
7145,38.47,20,6.87,0,0
7146,30.33,19,6.78,0,0
7147,248.74,18,26.29,0,0
7148,44.84,9,13.31,0,0
7149,77.69,11,15.87,0,0
7150,22.49,13,15.1,0,0
7151,85.24,15,4.46,1,0
7152,11.18,9,33.58,0,0
7153,33.16,15,10.58,0,0
7154,16.33,21,619.02,0,0
7155,221.2,3,19.77,0,0
7156,11.69,10,5.4,0,0
7157,10.44,19,13.98,0,0
7158,30.79,11,23.03,1,0
7159,41.31,20,15.54,0,0
7160,27.45,6,9.46,0,0
7161,41.53,18,28.81,0,0
7162,87.68,2,4.43,0,0
7163,41.13,11,15.97,0,0
7164,52.85,7,8.29,0,0
7165,52.82,18,0.61,0,0
7166,45.14,21,24.5,1,0
7167,45.64,7,6.72,0,0
7168,35.68,15,5.46,0,0
7169,153.95,19,12.83,0,0
7170,230.53,13,0.11,0,0
7171,38.65,20,30.01,1,0
7172,39.76,19,2.98,0,0
7173,81.3,6,26.05,0,0
7174,21.82,13,7.02,0,0
7175,9.78,16,22.74,0,0
7176,24.85,9,10.52,0,0
7177,134.7,14,14.54,0,0
7178,23.8,21,10.78,0,0
7179,13.56,14,54.09,0,0
7180,27.9,23,18.91,0,0
7181,51.43,3,2.43,0,0
7182,14.61,19,8.81,0,0
7183,45.02,21,5.57,1,0
7184,34.32,8,8.47,1,0
7185,40.21,20,11.18,0,0
7186,26.72,21,18.97,1,0
7187,11.91,14,1124.1,0,0
7188,43.73,5,22.78,0,0
7189,36.28,18,14.34,0,0
7190,41.46,10,13.98,0,0
7191,20.07,12,42.57,1,0
7192,30.36,8,32.3,0,0
7193,44.23,16,3.75,0,0
7194,73.62,21,5.88,0,0
7195,97.11,11,16.43,0,0
7196,55.59,14,4.54,0,0
7197,74.99,5,40.55,0,0
7198,13.21,19,13.32,0,0
7199,52.96,14,29.52,0,0
7200,30.21,13,23.16,0,0
7201,33.55,10,20.72,0,0
7202,31.87,9,19.6,0,0
7203,166.12,9,10.46,0,0
7204,41.31,18,7.1,0,0
7205,34.7,15,13.46,0,0
7206,40.94,21,17.26,0,0
7207,15.62,6,8.09,1,0
7208,66.7,17,5.31,0,0
7209,35.97,12,1.21,0,0
7210,90.71,8,7.95,0,0
7211,79.91,4,6.79,0,0
7212,36.14,12,20.2,1,0
7213,12.0,10,4.47,0,0
7214,89.12,16,5.52,0,0
7215,16.56,21,10.21,0,0
7216,17.04,11,15.89,0,0
7217,45.22,14,11.49,0,0
7218,90.84,19,6.54,0,0
7219,65.65,14,6.24,0,0
7220,21.58,5,6.82,0,0
7221,34.65,12,2.38,0,0
7222,46.95,21,12.46,0,0
7223,12.76,14,11.49,0,0
7224,100.05,5,5.86,0,0
7225,4.95,12,19.36,0,0
7226,20.3,12,11.05,0,0
7227,81.65,6,33.27,0,0
7228,23.4,15,15.13,0,0
7229,7.52,22,11.79,0,0
7230,177.22,7,8.29,0,0
7231,29.42,14,39.04,0,0
7232,14.52,18,11.11,0,0
7233,68.04,18,13.6,0,0
7234,25.28,13,6.35,0,0
7235,38.15,3,64.41,0,0
7236,52.52,21,21.24,1,0
7237,19.18,7,8.2,0,0
7238,37.42,20,14.57,1,0
7239,12.2,10,7.35,0,0
7240,18.66,10,8.66,0,0
7241,31.75,22,10.8,0,0
7242,7.51,4,20.74,0,0
7243,22.37,23,2.22,1,0
7244,97.78,10,13.89,0,0
7245,12.73,20,24.33,0,0
7246,20.34,22,816.09,0,0
7247,35.59,15,13.22,0,0
7248,32.31,14,46.18,0,0
7249,9.76,3,8.73,0,0
7250,17.0,22,33.25,0,0
7251,20.39,13,11.93,0,0
7252,34.07,7,27.2,0,0
7253,10.28,16,7.87,0,0
7254,10.77,7,7.34,0,0
7255,10.12,15,10.14,0,0
7256,12.63,20,12.76,0,0
7257,99.04,23,7.74,0,0
7258,207.75,20,11.39,0,0
7259,15.1,18,13.2,0,0
7260,13.81,18,5.84,0,0
7261,24.02,17,219.47,0,0
7262,29.89,13,9.58,0,0
7263,102.43,12,16.89,0,0
7264,42.21,15,17.51,0,0
7265,21.41,13,14.98,0,0
7266,45.78,16,9.61,0,0
7267,31.01,20,20.5,0,0
7268,9.04,13,1.94,0,0
7269,17.74,11,38.8,0,0
7270,16.85,11,11.6,0,0
7271,152.88,1,394.34,0,1
7272,28.55,20,17.49,0,0
7273,78.88,23,4.51,0,0
7274,48.39,15,6.24,0,0
7275,21.13,21,12.0,0,0
7276,57.21,6,36.14,0,0
7277,25.49,23,6.55,0,0
7278,68.69,9,20.55,1,0
7279,36.29,4,9.82,0,0
7280,21.37,14,6.38,1,0
7281,31.35,12,10.79,0,0
7282,23.28,15,5.54,0,0
7283,13.04,17,26.86,0,0
7284,11.96,10,35.66,0,0
7285,12.11,10,12.09,0,0
7286,60.24,12,18.74,0,0
7287,62.66,12,21.16,0,0
7288,23.53,14,9.32,0,0
7289,22.99,19,22.54,0,0
7290,12.0,23,37.8,1,0
7291,151.31,15,15.23,0,0
7292,43.54,20,14.61,0,0
7293,36.02,10,5.47,1,0
7294,41.22,19,2.01,0,0
7295,60.11,6,5.69,0,0
7296,208.55,11,927.56,0,0
7297,36.61,10,8.59,0,0
7298,30.28,8,33.34,0,0
7299,51.78,11,2.26,0,0
7300,64.35,18,19.75,0,0
7301,20.93,10,10.41,0,0
7302,51.26,13,51.68,0,0
7303,39.55,15,18.76,0,0
7304,82.52,16,18.21,0,0
7305,59.55,14,985.53,1,0
7306,26.5,5,14.62,0,0
7307,106.21,15,4.05,1,0
7308,10.77,7,378.53,1,0
7309,95.14,18,3.39,0,0
7310,32.24,10,5.05,0,0
7311,32.16,16,8.97,0,0
7312,29.08,17,6.92,0,0
7313,68.15,9,23.35,1,0
7314,176.74,9,23.82,0,0
7315,38.63,15,62.45,0,0
7316,65.52,5,23.37,0,0
7317,39.94,17,15.61,0,0
7318,11.21,6,8.16,0,0
7319,47.9,23,42.66,0,0
7320,5.3,16,13.46,0,0
7321,43.78,18,6.34,0,0
7322,18.12,14,12.1,0,0
7323,11.34,19,36.77,0,0
7324,103.83,18,7.68,0,0
7325,20.17,21,51.65,0,0
7326,26.55,9,30.12,0,0
7327,43.06,11,6.29,0,0
7328,10.19,10,8.77,0,0
7329,26.4,22,33.32,0,0
7330,44.35,23,3.63,0,0
7331,40.44,19,18.3,0,0
7332,35.69,19,34.33,0,0
7333,99.55,7,12.18,0,0
7334,61.7,12,41.79,0,0
7335,84.98,11,25.63,0,0
7336,4.08,11,15.44,0,0
7337,31.13,9,20.56,0,0
7338,46.1,21,20.97,0,0
7339,18.89,15,1052.13,0,0
7340,20.22,11,9.78,0,0
7341,10.31,21,1.33,0,0
7342,10.0,3,22.47,0,0
7343,25.44,23,368.72,0,0
7344,9.55,10,1.91,0,0
7345,40.42,5,13.71,0,0
7346,32.91,15,8.97,0,0
7347,65.79,13,11.83,0,0
7348,21.39,11,15.74,0,0
7349,6.72,10,10.72,0,0
7350,80.85,13,9.46,0,0
7351,63.95,7,0.63,0,0
7352,22.8,10,8.07,0,0
7353,11.3,9,10.01,0,0
7354,12.59,5,13.68,0,0
7355,30.14,11,39.39,0,0
7356,36.98,5,24.96,0,0
7357,33.74,13,12.91,0,0
7358,31.48,4,3.17,0,0
7359,161.86,11,27.23,0,0
7360,26.62,23,10.18,0,0
7361,28.14,16,20.51,0,0
7362,56.84,11,2.42,0,0
7363,47.14,10,12.15,1,0
7364,34.51,14,4.72,0,0
7365,11.42,14,16.55,0,0
7366,52.15,0,5.65,8,1
7367,18.65,10,15.28,0,0
7368,15.44,10,12.84,1,0
7369,64.52,6,31.42,0,0
7370,8.61,15,16.97,0,0
7371,37.29,22,17.79,0,0
7372,19.16,15,6.11,0,0
7373,46.51,6,6.8,0,0
7374,27.72,11,22.69,0,0
7375,49.91,19,3.2,0,0
7376,35.2,7,6.69,0,0
7377,19.67,3,26.88,0,0
7378,81.07,8,21.17,0,0
7379,36.91,8,18.82,0,0
7380,25.24,15,6.46,0,0
7381,31.25,9,22.94,0,0
7382,33.16,10,25.15,0,0
7383,35.24,12,1.95,0,0
7384,11.37,9,3.94,0,0
7385,20.54,17,24.75,0,0
7386,52.15,13,11.98,0,0
7387,27.11,6,23.65,0,0
7388,14.29,14,9.44,0,0
7389,53.53,14,17.94,0,0
7390,8.69,8,12.21,0,0
7391,104.5,22,16.13,0,0
7392,24.12,9,21.0,0,0
7393,17.87,13,33.24,1,0
7394,23.29,11,8.76,0,0
7395,17.42,4,31.2,0,0
7396,32.89,6,23.74,0,0
7397,34.34,19,21.12,0,0
7398,8.65,9,2.28,0,0
7399,21.8,22,4.03,0,0
7400,29.08,16,16.38,0,0
7401,21.18,11,27.78,0,0
7402,12.82,15,24.06,0,0
7403,21.04,17,32.47,0,0
7404,26.7,18,22.31,0,0
7405,10.26,16,20.12,0,0
7406,72.32,13,2.66,0,0
7407,20.07,11,13.03,0,0
7408,29.97,23,17.49,0,0
7409,29.5,21,12.73,0,0
7410,42.81,16,12.49,0,0
7411,18.16,18,14.43,0,0
7412,57.47,22,23.59,0,0
7413,75.42,20,0.78,0,0
7414,13.26,21,32.85,0,0
7415,44.17,15,5.52,0,0
7416,52.37,20,15.73,0,0
7417,11.44,11,4.67,0,0
7418,33.17,8,33.72,1,0
7419,10.61,8,25.88,0,0
7420,11.57,11,20.28,1,0
7421,19.73,15,10.06,0,0
7422,30.84,16,19.98,0,0
7423,50.21,12,26.72,0,0
7424,7.18,10,33.26,0,0
7425,33.09,10,36.94,0,0
7426,23.2,10,12.7,0,0
7427,58.93,22,8.84,0,0
7428,511.43,2,1215.39,0,1
7429,69.76,8,16.06,0,0
7430,59.9,15,22.25,0,0
7431,47.1,13,3.95,0,0
7432,12.4,23,9.3,0,0
7433,27.58,19,22.78,0,0
7434,51.92,13,17.57,0,0
7435,8.89,17,10.83,0,0
7436,39.12,4,7.88,0,0
7437,27.54,11,307.85,0,0
7438,23.07,18,2.71,0,0
7439,33.83,16,14.02,0,0
7440,13.74,19,12.03,0,0
7441,7.57,18,18.01,0,0
7442,56.4,21,22.61,0,0
7443,54.0,18,22.68,0,0
7444,15.74,20,5.32,0,0
7445,42.18,18,15.48,0,0
7446,47.89,19,3.25,0,0
7447,17.92,2,9.74,0,0
7448,77.04,11,26.03,0,0
7449,87.01,17,11.7,0,0
7450,93.52,21,10.1,0,0
7451,40.26,14,13.09,0,0
7452,70.32,20,11.92,0,0
7453,31.15,18,24.44,0,0
7454,24.68,15,791.07,0,0
7455,36.7,16,0.82,0,0
7456,23.14,17,14.57,0,0
7457,55.63,18,11.19,0,0
7458,19.49,20,4.4,0,0
7459,20.39,8,22.29,0,0
7460,74.94,8,18.65,0,0
7461,13.11,14,2.12,0,0
7462,101.4,18,771.69,0,0
7463,59.17,8,14.08,0,0
7464,23.17,20,9.17,0,0
7465,34.2,18,17.87,0,0
7466,13.08,20,7.48,0,0
7467,13.21,18,22.8,0,0
7468,11.75,16,10.54,0,0
7469,63.64,13,178.68,0,0
7470,68.86,11,10.47,0,0
7471,17.87,14,38.15,0,0
7472,37.18,18,3.14,0,0
7473,48.06,12,6.63,0,0
7474,38.3,23,2.13,0,0
7475,51.4,15,7.92,0,0
7476,92.01,17,6.32,1,0
7477,12.37,19,1070.78,0,0
7478,58.78,15,37.97,0,0
7479,49.43,21,14.5,1,0
7480,71.86,16,20.48,0,0
7481,25.87,18,12.0,0,0
7482,45.85,15,8.19,0,0
7483,33.51,10,9.29,0,0
7484,42.48,21,21.24,0,0
7485,65.74,12,10.19,0,0
7486,180.96,15,26.97,0,0
7487,69.57,6,2.19,0,0
7488,47.75,7,4.12,0,0
7489,9.1,9,27.22,0,0
7490,13.0,23,7.74,0,0
7491,27.05,20,7.65,0,0
7492,43.06,13,1221.74,1,0
7493,82.68,10,25.82,0,0
7494,20.6,10,5.9,0,0
7495,50.94,21,21.61,0,0
7496,14.26,15,9.89,0,0
7497,37.84,14,16.82,0,0
7498,23.57,16,8.91,0,0
7499,74.67,19,8.77,0,0
7500,34.87,16,14.45,0,0
7501,41.37,13,25.11,0,0
7502,11.05,6,8.94,0,0
7503,28.84,19,17.41,0,0
7504,41.29,5,6.01,0,0
7505,8.52,23,6.25,0,0
7506,30.59,16,16.1,0,0
7507,31.79,6,3.54,1,0
7508,11.05,14,205.74,0,0
7509,59.38,21,2.6,0,0
7510,91.11,15,11.03,0,0
7511,67.03,19,42.01,2,0
7512,57.6,9,28.07,0,0
7513,9.66,13,11.38,0,0
7514,96.98,16,22.98,0,0
7515,27.31,15,6.46,0,0
7516,23.41,19,5.79,0,0
7517,27.49,11,33.41,1,0
7518,39.06,2,23.93,1,0
7519,49.11,15,10.46,0,0
7520,24.64,14,1.93,0,0
7521,34.27,10,34.16,1,0
7522,14.2,3,23.57,0,0
